Date,High,Low,Open,Close,Volume,Adj Close
29-10-2019,32.91999817,31.81500053,32.36999893,32.41999817,9319200,32.41999817
30-10-2019,33.79999924,32.11000061,32.50999832,33.75,10732700,33.75
31-10-2019,33.36000061,31.26000023,33.22999954,31.5,15912400,31.5
01-11-2019,31.70000076,30.74099922,31.45000076,31.37000084,10434300,31.37000084
04-11-2019,31.75,30.12000084,31.45000076,31.07999992,28787400,31.07999992
05-11-2019,29.29999924,27.96999931,29.12999916,28.02000046,51963500,28.02000046
06-11-2019,27.54999924,25.57999992,26.05999947,26.94000053,130965700,26.94000053
07-11-2019,27.42000008,26.45000076,26.79999924,27.37999916,65861400,27.37999916
08-11-2019,27.62000084,26.91500092,27.47999954,27.01000023,44923600,27.01000023
11-11-2019,27.20999908,26.22999954,27.03000069,27.13999939,41138100,27.13999939
12-11-2019,27.65999985,26.65999985,27.37999916,26.70000076,37095400,26.70000076
13-11-2019,26.81999969,26.13999939,26.46999931,26.70999908,32678300,26.70999908
14-11-2019,26.86000061,25.66500092,26.79999924,25.98999977,27893900,25.98999977
15-11-2019,26.79999924,25.95499992,26.18000031,26.79000092,41236200,26.79000092
18-11-2019,27,26.29999924,26.79999924,26.75,35916100,26.75
19-11-2019,27.21999931,26.61000061,26.77000046,27.04999924,31793500,27.04999924
20-11-2019,28.39999962,26.94499969,27.05999947,28.03000069,52746600,28.03000069
21-11-2019,29.60000038,28.5,28.67000008,29.45999908,54551400,29.45999908
22-11-2019,30.12999916,29.20999908,29.84000015,29.55999947,42302900,29.55999947
25-11-2019,29.60000038,28.37999916,28.69000053,29.11000061,36967500,29.11000061
26-11-2019,30.14999962,29.36000061,29.48999977,29.53000069,28746600,29.53000069
27-11-2019,29.59000015,28.87999916,29.42000008,29.48999977,22421400,29.48999977
29-11-2019,29.85000038,29.25,29.40999985,29.60000038,8115100,29.60000038
02-12-2019,29.52499962,28.70000076,29.31999969,28.97999954,16927100,28.97999954
03-12-2019,29.32999992,28.14999962,28.20000076,29.02000046,25252400,29.02000046
04-12-2019,29.20000076,28.70000076,29.10000038,29.05999947,22517600,29.05999947
05-12-2019,28.98999977,28.18000031,28.94000053,28.64999962,22504300,28.64999962
06-12-2019,28.92499924,27.79999924,28.39999962,27.86000061,32816100,27.86000061
09-12-2019,28.36000061,27.68000031,27.95999908,27.68000031,20977300,27.68000031
10-12-2019,27.99300003,27.60499954,27.72999954,27.88999939,23602700,27.88999939
11-12-2019,28.54500008,27.85000038,27.98999977,28.42000008,23281700,28.42000008
12-12-2019,28.75,28.19000053,28.29000092,28.69000053,23569900,28.69000053
13-12-2019,28.84000015,28.27000046,28.57999992,28.48999977,25431600,28.48999977
16-12-2019,30.12999916,29.10000038,29.11000061,30.04999924,57382500,30.04999924
17-12-2019,30.42000008,29.53000069,30.37000084,29.75,38250700,29.75
18-12-2019,30.13999939,29.34000015,29.62000084,30.12999916,35375100,30.12999916
19-12-2019,30.17000008,29.53000069,29.84000015,29.98999977,33799700,29.98999977
20-12-2019,31.03000069,29.85000038,30.10000038,30.45000076,95455100,30.45000076
23-12-2019,30.94000053,29.82999992,30.48999977,30.32999992,31209100,30.32999992
24-12-2019,30.84000015,30.11000061,30.32999992,30.44000053,12938600,30.44000053
26-12-2019,30.79000092,30.03000069,30.46999931,30.67000008,22200800,30.67000008
27-12-2019,31.05999947,30.17000008,30.79999924,30.17000008,18462200,30.17000008
30-12-2019,30.20000076,29.35000038,30.12999916,29.73999977,18805900,29.73999977
31-12-2019,29.95000076,28.89999962,29.11000061,29.73999977,16228400,29.73999977
02-01-2020,31,29.79000092,29.94000053,30.98999977,20578900,30.98999977
03-01-2020,31.43000031,30.47999954,30.62000084,31.37000084,18822700,31.37000084
06-01-2020,32.06000137,31,31.01000023,31.57999992,21204700,31.57999992
07-01-2020,32.84000015,31.36000061,31.79000092,32.81000137,30119600,32.81000137
08-01-2020,34.52000046,32.45999908,32.72999954,33.93000031,43944400,33.93000031
09-01-2020,34.47000122,33.22000122,34.45000076,33.97000122,29385500,33.97000122
10-01-2020,34.99000168,33.83499908,34.08000183,34.00999832,34266400,34.00999832
13-01-2020,34.34000015,33.54999924,34.29000092,34.13999939,16915800,34.13999939
14-01-2020,35.02000046,33.91999817,34.20000076,34.84000015,26019000,34.84000015
15-01-2020,35.14899826,34.50999832,34.90000153,35.00999832,20762200,35.00999832
16-01-2020,35.06000137,34.18000031,35.02999878,34.68000031,21947800,34.68000031
17-01-2020,35.25,34.65000153,34.97000122,35.13000107,17251200,35.13000107
21-01-2020,37.79999924,35.40999985,35.5,37.59999847,48746700,37.59999847
22-01-2020,37.93999863,36.91999817,37.93999863,37.04000092,29765200,37.04000092
23-01-2020,37.95000076,36.72499847,36.97000122,37.40000153,21366000,37.40000153
24-01-2020,37.66500092,36.25,37.5,36.79999924,21598000,36.79999924
27-01-2020,36.65000153,34.18999863,35.22999954,36.29999924,18818000,36.29999924
28-01-2020,37.33000183,36.04000092,37.13999939,37.00999832,28974000,37.00999832
29-01-2020,37.56499863,36.79999924,36.97999954,36.99000168,16863000,36.99000168
30-01-2020,37.13199997,35.95000076,36.81999969,36.68000031,22847000,36.68000031
31-01-2020,37.04000092,35.68999863,37,36.29000092,21553700,36.29000092
03-02-2020,37.63999939,36.52999878,36.75,37.59000015,23537300,37.59000015
04-02-2020,38.99000168,37.25999832,37.86999893,38.52999878,32425900,38.52999878
05-02-2020,38.97000122,36.73500061,38.88999939,36.81000137,38413300,36.81000137
06-02-2020,37.38999939,36.72999954,37.29999924,37.09000015,52699300,37.09000015
07-02-2020,41,38.86000061,39.97999954,40.63000107,112325800,40.63000107
10-02-2020,41.34000015,39.95999908,40.65000153,40.00999832,60840800,40.00999832
11-02-2020,41.46500015,40.04999924,40.25,41.27000046,33896000,41.27000046
12-02-2020,41.86000061,41.06499863,41.5,41.25,26444900,41.25
13-02-2020,41.54999924,40,40.93000031,40.09000015,23850900,40.09000015
14-02-2020,40.31000137,38.70000076,40.02000046,39.65999985,32014200,39.65999985
18-02-2020,40.27000046,39.45000076,39.49000168,40.18000031,22149300,40.18000031
19-02-2020,41.22999954,40.11500168,40.41999817,41.04999924,23287300,41.04999924
20-02-2020,41.18999863,39.84999847,41,40.91999817,25446400,40.91999817
21-02-2020,40.88999939,40.04999924,40.88999939,40.72000122,20595500,40.72000122
24-02-2020,39.13999939,37.75,38.20999908,38.31000137,37123200,38.31000137
25-02-2020,39.15000153,35.5,38.90000153,35.88999939,49281600,35.88999939
26-02-2020,36.16500092,33.88999939,35.52999878,34.45000076,44051400,34.45000076
27-02-2020,34.15999985,30.67000008,32.02999878,32.45000076,66557200,32.45000076
28-02-2020,34.29000092,31,31.80999947,33.86999893,52100200,33.86999893
02-03-2020,34.08000183,31.73999977,34.04999924,32.84999847,46662000,32.84999847
03-03-2020,34.18000031,31.89999962,34.02000046,33.04000092,35182400,33.04000092
04-03-2020,35.34000015,32.27999878,33.93000031,34.52999878,44738600,34.52999878
05-03-2020,33.56999969,31.96999931,33.47000122,32.20999908,32764500,32.20999908
06-03-2020,32.40999985,30.45000076,31.22999954,31.68000031,34808700,31.68000031
09-03-2020,30.31999969,28.14999962,28.5,28.17000008,37439200,28.17000008
10-03-2020,29.86000061,27,29.46999931,28.96999931,36308300,28.96999931
11-03-2020,28.13999939,25.61000061,27.90999985,26.23999977,43067800,26.23999977
12-03-2020,24.69000053,22.11000061,23.26000023,22.61000061,54042000,22.61000061
13-03-2020,24.80999947,21.12999916,24.01000023,22.60000038,53844400,22.60000038
16-03-2020,21.48999977,19.10000038,20.14999962,20.29000092,56914000,20.29000092
17-03-2020,20.30999947,18.01000023,20.18000031,18.90999985,60003900,18.90999985
18-03-2020,17.79999924,13.71000004,17.76000023,14.81999969,78286200,14.81999969
19-03-2020,21.26000023,15.69999981,15.96000004,20.48999977,83988700,20.48999977
20-03-2020,23.88999939,20.61000061,22.53000069,21.32999992,76529700,21.32999992
23-03-2020,22.72999954,19.72999954,21.06999969,22.39999962,47787100,22.39999962
24-03-2020,26.84000015,23.59000015,24.40999985,26.38999939,58505000,26.38999939
25-03-2020,28.45000076,25.30999947,26.18000031,26.19000053,52473900,26.19000053
26-03-2020,28.44000053,25.78000069,26.60000038,28.12000084,41336400,28.12000084
27-03-2020,28.03000069,25.06999969,25.81999969,27.28000069,40292200,27.28000069
30-03-2020,28.38999939,25.30999947,26.32999992,27.82999992,37725700,27.82999992
31-03-2020,28.25,26.92000008,27.75,27.92000008,43126400,27.92000008
01-04-2020,26.7670002,24.80999947,26.5,25.42000008,38538400,25.42000008
02-04-2020,25.20000076,23,25.01000023,23.68000031,35838200,23.68000031
03-04-2020,23.79000092,21.67000008,23.72999954,22.81999969,40572000,22.81999969
06-04-2020,26.09000015,23.93000031,24.12999916,25.98999977,34692600,25.98999977
07-04-2020,28.11000061,25.5,27.95000076,25.73999977,36433800,25.73999977
08-04-2020,27.87800026,25.79000092,26,26.94000053,36166900,26.94000053
09-04-2020,28.88999939,26.45999908,27.87999916,27.11000061,36190200,27.11000061
13-04-2020,28.07999992,26.46999931,27.04000092,27.98999977,24671600,27.98999977
14-04-2020,28.77000046,27.01300049,28,27.75,32625300,27.75
15-04-2020,27.79000092,26.44000053,26.81999969,27.40999985,18720900,27.40999985
16-04-2020,28.04999924,26.45999908,27.20999908,27.03000069,24088700,27.03000069
17-04-2020,28.79000092,27.26000023,28.69000053,28,34129800,28
20-04-2020,28.76000023,26.89999962,27.06999969,28.19000053,32224000,28.19000053
21-04-2020,28.14999962,26.60000038,27.5,27.19000053,20969100,27.19000053
22-04-2020,28.55999947,27.51000023,27.96999931,28.23999977,21222400,28.23999977
23-04-2020,29.25,28.24099922,28.75,28.32999992,26992400,28.32999992
24-04-2020,29.59000015,28.13999939,28.51000023,29.48999977,20648900,29.48999977
27-04-2020,30.48999977,29.4109993,29.73999977,30.07999992,31705800,30.07999992
28-04-2020,31.82999992,29.36000061,31,30.12000084,27383200,30.12000084
29-04-2020,32,30.32999992,31,31.37000084,28288100,31.37000084
30-04-2020,31.04999924,29.75,30.5,30.27000046,20095400,30.27000046
01-05-2020,29.71999931,28.32500076,29.12999916,28.38999939,19290200,28.38999939
04-05-2020,28.06999969,26.57999992,27.55999947,27.42000008,23428300,27.42000008
05-05-2020,28.9090004,27.44000053,28.25,28.06999969,30725400,28.06999969
06-05-2020,28.05999947,26.80999947,27.5,27.81999969,31076500,27.81999969
07-05-2020,31.64999962,29.57999992,29.60000038,30.93000031,62229500,30.93000031
08-05-2020,33.29999924,31.63999939,32.59000015,32.79000092,69525800,32.79000092
11-05-2020,32.38499832,31.40999985,31.97999954,31.63999939,26439200,31.63999939
12-05-2020,34.45000076,30.40999985,31.42000008,32.40000153,89586000,32.40000153
13-05-2020,33.06000137,30.82999992,32.29999924,33.02000046,47279500,33.02000046
14-05-2020,33.04000092,31.23999977,32.52999878,32.79000092,32912600,32.79000092
15-05-2020,32.88999939,31.59000015,32.25999832,32.47000122,25950000,32.47000122
18-05-2020,36,32.99000168,33.70000076,33.61999893,47561700,33.61999893
19-05-2020,34,32.86000061,33.68000031,33.40000153,20223600,33.40000153
20-05-2020,34.77000046,33.81999969,34.11999893,34.47999954,21386700,34.47999954
21-05-2020,35.00999832,33.47000122,34.45000076,34.25999832,24075300,34.25999832
22-05-2020,34.93000031,33.56999969,34.15000153,34.83000183,18644500,34.83000183
26-05-2020,36,34.5,35.97000122,34.56000137,23483200,34.56000137
27-05-2020,35,33.09999847,34.41999817,34.88000107,27514600,34.88000107
28-05-2020,35.09999847,33.81999969,34.90000153,34.15000153,21951900,34.15000153
29-05-2020,36.45000076,34,34.18000031,36.31999969,72422900,36.31999969
01-06-2020,36.38999939,35.15999985,35.63999939,35.81999969,21893800,35.81999969
02-06-2020,36.41999817,35.25999832,36.15999985,35.81000137,19328400,35.81000137
03-06-2020,37.36800003,36.13999939,36.20000076,36.75,23051800,36.75
04-06-2020,37.29999924,36.27999878,36.41999817,36.43000031,17423600,36.43000031
05-06-2020,38.78300095,36.91999817,37.52999878,37.20999908,30393400,37.20999908
08-06-2020,37.90000153,36.09000015,37.86999893,37.08000183,30099500,37.08000183
09-06-2020,37.33000183,36.25,36.70000076,36.59000015,15127300,36.59000015
10-06-2020,36.79999924,34.26499939,36.68999863,34.83000183,43473700,34.83000183
11-06-2020,33.24499893,30.88999939,32.63000107,31.10000038,45298700,31.10000038
12-06-2020,32.74000168,31.04000092,32.72999954,32.24000168,27674100,32.24000168
15-06-2020,32.68000031,31.02000046,31.15999985,32.66999817,21350300,32.66999817
16-06-2020,34.16999817,32.43000031,34,33.49000168,21377100,33.49000168
17-06-2020,33.59500122,33.01100159,33.5,33.29000092,14818900,33.29000092
18-06-2020,33.43999863,32.79999924,33,33.40000153,15495800,33.40000153
19-06-2020,34.02000046,32.27000046,33.97999954,32.29999924,29426300,32.29999924
22-06-2020,32.84999847,31.43000031,32.43000031,32.68000031,17790300,32.68000031
23-06-2020,33.20999908,32.59000015,32.88000107,33.04999924,13622100,33.04999924
24-06-2020,32.93000031,30.45499992,32.75,30.45999908,29477200,30.45999908
25-06-2020,30.85499954,29.55999947,30,30.57999992,19142800,30.57999992
26-06-2020,30.44000053,29.20999908,30.44000053,29.61000061,46482300,29.61000061
29-06-2020,29.75,28.38999939,29.51000023,29.62999916,20795400,29.62999916
30-06-2020,31.25,30.12999916,30.82999992,31.07999992,21282800,31.07999992
01-07-2020,31.26499939,30.16200066,30.95999908,30.43000031,13611500,30.43000031
02-07-2020,31.56999969,30.51000023,31.02000046,30.68000031,14981100,30.68000031
06-07-2020,33.20000076,31.76000023,33.09999847,32.52000046,42392200,32.52000046
07-07-2020,33.56000137,32.38999939,32.45999908,32.81999969,34874700,32.81999969
08-07-2020,33.97000122,32.68000031,33.20999908,33.93000031,24602400,33.93000031
09-07-2020,34.45999908,32.25999832,34.24000168,33.15000153,25061800,33.15000153
10-07-2020,33.54999924,32.65000153,33.13999939,33.13999939,13586300,33.13999939
13-07-2020,33.59999847,31.65999985,33.20999908,31.71999931,19604800,31.71999931
14-07-2020,31.37999916,30.47999954,31.35000038,30.93000031,21781800,30.93000031
15-07-2020,32.97000122,31.68000031,32.09999847,32.81000137,20976500,32.81000137
16-07-2020,32.59000015,31.54999924,32.04999924,32.34999847,11090800,32.34999847
17-07-2020,32.81600189,31.85000038,32.58000183,32.54999924,13658700,32.54999924
20-07-2020,33.92499924,32.34999847,32.47999954,33.65999985,16213600,33.65999985
21-07-2020,34.22999954,32.52999878,34.15999985,32.54999924,16743300,32.54999924
22-07-2020,32.88000107,32.33000183,32.43999863,32.65999985,12128400,32.65999985
23-07-2020,33.02000046,31.9829998,32.33000183,32.16999817,12749800,32.16999817
24-07-2020,31.79999924,30.46999931,31.73999977,31.18000031,16896100,31.18000031
27-07-2020,31.60000038,30.75,31.20999908,30.98999977,10182300,30.98999977
28-07-2020,31.23999977,30.35000038,30.79000092,30.80999947,12977100,30.80999947
29-07-2020,31.26000023,30.77000046,30.92000008,31.02000046,8215900,31.02000046
30-07-2020,30.68000031,29.96999931,30.64999962,30.23999977,13062900,30.23999977
31-07-2020,30.42000008,29.78499985,30.39999962,30.26000023,16361000,30.26000023
03-08-2020,31.29500008,30.05999947,30.23999977,31.19000053,17078900,31.19000053
04-08-2020,32.84500122,31.17000008,31.17000008,32.68000031,21958100,32.68000031
05-08-2020,33.31999969,32.5,33.09999847,33.20000076,17279000,33.20000076
06-08-2020,34.79499817,33.20999908,33.27000046,34.70999908,38601500,34.70999908
07-08-2020,33.70000076,32.45000076,33.09000015,32.90000153,39071200,32.90000153
10-08-2020,33.18000031,31.51000023,33.04000092,32.27000046,21347600,32.27000046
11-08-2020,32.20999908,30.64999962,31.65999985,31.20999908,31569900,31.20999908
12-08-2020,32.22000122,30.69000053,31.45999908,30.84000015,23415200,30.84000015
13-08-2020,31.32999992,30.31999969,30.52000046,30.45999908,21976800,30.45999908
14-08-2020,30.48999977,29.81500053,30.39999962,29.98999977,17631600,29.98999977
17-08-2020,30.12000084,29.13999939,30.04999924,29.47999954,18544700,29.47999954
18-08-2020,30.45999908,29.40999985,29.5,30.07999992,29398200,30.07999992
19-08-2020,30.34900093,29.38999939,30.14999962,29.42000008,14050300,29.42000008
20-08-2020,31.70000076,28.47999954,29.12999916,31.40999985,56663300,31.40999985
21-08-2020,31.81999969,30.7140007,31.38999939,30.82999992,20217000,30.82999992
24-08-2020,31.29999924,30.37000084,30.96999931,31.04000092,17406200,31.04000092
25-08-2020,31.19000053,30.60000038,31.04000092,31.19000053,10056800,31.19000053
26-08-2020,32.70999908,30.95000076,31.01000023,32.29999924,20599800,32.29999924
27-08-2020,33.06999969,32.27000046,32.40000153,32.79999924,21306500,32.79999924
28-08-2020,33.93999863,32.81999969,33,33.79999924,17833000,33.79999924
31-08-2020,33.91999817,33.13999939,33.61999893,33.63000107,14980600,33.63000107
01-09-2020,34.50999832,33.14500046,33.45000076,34.29999924,16026200,34.29999924
02-09-2020,34.50500107,33.29000092,34.20999908,34.36999893,16552700,34.36999893
03-09-2020,34.74000168,32.95000076,34.08000183,33.40999985,17288800,33.40999985
04-09-2020,33.65000153,31.54999924,33.33000183,33.24000168,17480600,33.24000168
08-09-2020,35.09999847,32.15999985,32.36000061,34.31999969,33683500,34.31999969
09-09-2020,35.5,34.11000061,34.11000061,35.00999832,22803500,35.00999832
10-09-2020,36.77999878,35.18999863,35.20000076,35.97999954,35468300,35.97999954
11-09-2020,37.14500046,36.25400162,36.29999924,36.97999954,27130900,36.97999954
14-09-2020,38,37.08000183,37.09999847,37.95000076,28016000,37.95000076
15-09-2020,38.47999954,37.27000046,37.95000076,37.47000122,23532600,37.47000122
16-09-2020,38.52000046,37.38999939,37.38999939,37.65999985,21787100,37.65999985
17-09-2020,37.44499969,36.13999939,36.68000031,37.06000137,23534800,37.06000137
18-09-2020,37.56499863,36.38999939,37.15000153,37.11999893,68428600,37.11999893
21-09-2020,36.58000183,35.11999893,35.86000061,36.49000168,19100800,36.49000168
22-09-2020,36.54999924,34.09999847,36.52999878,34.40000153,28242800,34.40000153
23-09-2020,34.80500031,33.40000153,34.45000076,33.54999924,15796900,33.54999924
24-09-2020,34,32.88999939,33.65999985,33.34999847,16404100,33.34999847
25-09-2020,34.5,33.20000076,33.20000076,34.45999908,10736300,34.45999908
28-09-2020,36.625,35.25999832,35.79999924,35.56000137,22878400,35.56000137
